Country or Area,Item,Year,Value
Middle East & North Africa (IDA & IBRD countries),Industry (including construction), value added (% of GDP),1994,29.7885372407174
Middle East & North Africa (IDA & IBRD countries),Industry (including construction), value added (% of GDP),1995,31.9649854015641
Middle East & North Africa (IDA & IBRD countries),Industry (including construction), value added (% of GDP),1996,33.6708606801405
Middle East & North Africa (IDA & IBRD countries),Industry (including construction), value added (% of GDP),1997,34.4584773540396
Middle East & North Africa (IDA & IBRD countries),Industry (including construction), value added (% of GDP),1998,31.2994806245897
Middle East & North Africa (IDA & IBRD countries),Industry (including construction), value added (% of GDP),1999,35.5543084370397
Middle East & North Africa (IDA & IBRD countries),Industry (including construction), value added (% of GDP),2000,39.8883802381042
Middle East & North Africa (IDA & IBRD countries),Industry (including construction), value added (% of GDP),2001,37.2730807956948
Middle East & North Africa (IDA & IBRD countries),Industry (including construction), value added (% of GDP),2002,39.168360835732
Middle East & North Africa (IDA & IBRD countries),Industry (including construction), value added (% of GDP),2003,38.8951791749875
Middle East & North Africa (IDA & IBRD countries),Industry (including construction), value added (% of GDP),2004,41.0872350663485
Middle East & North Africa (IDA & IBRD countries),Industry (including construction), value added (% of GDP),2005,43.9647619255132
Middle East & North Africa (IDA & IBRD countries),Industry (including construction), value added (% of GDP),2006,45.3596850909421
Middle East & North Africa (IDA & IBRD countries),Industry (including construction), value added (% of GDP),2007,45.00532655938
Middle East & North Africa (IDA & IBRD countries),Industry (including construction), value added (% of GDP),2008,46.1957774232428
Middle East & North Africa (IDA & IBRD countries),Industry (including construction), value added (% of GDP),2009,39.1291259852599
Middle East & North Africa (IDA & IBRD countries),Industry (including construction), value added (% of GDP),2010,41.3109015368607
Middle East & North Africa (IDA & IBRD countries),Industry (including construction), value added (% of GDP),2011,43.719528905871
Middle East & North Africa (IDA & IBRD countries),Industry (including construction), value added (% of GDP),2012,43.3811290911163
Middle East & North Africa (IDA & IBRD countries),Industry (including construction), value added (% of GDP),2013,42.3440091264987
Middle East & North Africa (IDA & IBRD countries),Industry (including construction), value added (% of GDP),2014,39.6137418663355
Middle East & North Africa (IDA & IBRD countries),Industry (including construction), value added (% of GDP),2015,33.5253670404401
Middle East & North Africa (IDA & IBRD countries),Industry (including construction), value added (% of GDP),2016,32.717072451225
Middle East & North Africa (IDA & IBRD countries),Industry (including construction), value added (% of GDP),2017,35.1943752826929
Middle East & North Africa (IDA & IBRD countries),Industry (including construction), value added (% of GDP),2018,37.1844251990771
Middle East & North Africa (IDA & IBRD countries),Industry (including construction), value added (% of GDP),2019,35.8264327396877
Middle East & North Africa (IDA & IBRD countries),Industry (including construction), value added (% of GDP),2020,31.2131475033894
Middle East & North Africa (IDA & IBRD countries),Industry (including construction), value added (% of GDP),2021,36.5894421925489
Middle East & North Africa (IDA & IBRD countries),Industry (including construction), value added (% of GDP),2022,40.4399344571763
Middle East & North Africa (IDA & IBRD countries),Industry (including construction), value added (% of GDP),2023,
Tonga,Industry (including construction), value added (% of GDP),1960,
Tonga,Industry (including construction), value added (% of GDP),1961,
Tonga,Industry (including construction), value added (% of GDP),1962,
Tonga,Industry (including construction), value added (% of GDP),1963,
Tonga,Industry (including construction), value added (% of GDP),1964,
Tonga,Industry (including construction), value added (% of GDP),1965,
Tonga,Industry (including construction), value added (% of GDP),1966,
Tonga,Industry (including construction), value added (% of GDP),1967,
Tonga,Industry (including construction), value added (% of GDP),1968,
Tonga,Industry (including construction), value added (% of GDP),1969,
Tonga,Industry (including construction), value added (% of GDP),1970,
Tonga,Industry (including construction), value added (% of GDP),1971,
Tonga,Industry (including construction), value added (% of GDP),1972,
Tonga,Industry (including construction), value added (% of GDP),1973,
Tonga,Industry (including construction), value added (% of GDP),1974,
Tonga,Industry (including construction), value added (% of GDP),1975,8.77218416633443
Tonga,Industry (including construction), value added (% of GDP),1976,9.229091737595
Tonga,Industry (including construction), value added (% of GDP),1977,9.85776417892025
Tonga,Industry (including construction), value added (% of GDP),1978,11.945756178151
Tonga,Industry (including construction), value added (% of GDP),1979,13.1491950519406
Tonga,Industry (including construction), value added (% of GDP),1980,12.5377888953028
Tonga,Industry (including construction), value added (% of GDP),1981,11.1976810737958
Tonga,Industry (including construction), value added (% of GDP),1982,10.6548134590558
Tonga,Industry (including construction), value added (% of GDP),1983,13.4401042052132
Tonga,Industry (including construction), value added (% of GDP),1984,14.0211170452528
Tonga,Industry (including construction), value added (% of GDP),1985,12.5642456801321
Tonga,Industry (including construction), value added (% of GDP),1986,12.3278540692603
Tonga,Industry (including construction), value added (% of GDP),1987,10.8293251712578
Tonga,Industry (including construction), value added (% of GDP),1988,10.8106808950417
Tonga,Industry (including construction), value added (% of GDP),1989,12.6992191878059
Tonga,Industry (including construction), value added (% of GDP),1990,11.7086629155454
Tonga,Industry (including construction), value added (% of GDP),1991,9.99113247613936
Tonga,Industry (including construction), value added (% of GDP),1992,10.9265497557435
Tonga,Industry (including construction), value added (% of GDP),1993,10.0537381958575
Tonga,Industry (including construction), value added (% of GDP),1994,17.7497504321784
Tonga,Industry (including construction), value added (% of GDP),1995,18.7148104198452
Tonga,Industry (including construction), value added (% of GDP),1996,18.9005565308033
Tonga,Industry (including construction), value added (% of GDP),1997,16.7083330725732
Tonga,Industry (including construction), value added (% of GDP),1998,16.3993878036002
Tonga,Industry (including construction), value added (% of GDP),1999,17.1086943421599
Tonga,Industry (including construction), value added (% of GDP),2000,18.1059001873312
Tonga,Industry (including construction), value added (% of GDP),2001,18.4179398621256
Tonga,Industry (including construction), value added (% of GDP),2002,17.6880445535173
Tonga,Industry (including construction), value added (% of GDP),2003,17.0683183149368
Tonga,Industry (including construction), value added (% of GDP),2004,16.5534473367991
Tonga,Industry (including construction), value added (% of GDP),2005,16.6587412992571
Tonga,Industry (including construction), value added (% of GDP),2006,15.3238201351094
Tonga,Industry (including construction), value added (% of GDP),2007,15.7015518859001
Tonga,Industry (including construction), value added (% of GDP),2008,15.5113741635544
Tonga,Industry (including construction), value added (% of GDP),2009,16.7720066213832
Tonga,Industry (including construction), value added (% of GDP),2010,18.0380461948929
Tonga,Industry (including construction), value added (% of GDP),2011,19.1712720931761
Tonga,Industry (including construction), value added (% of GDP),2012,18.9012141061073
Tonga,Industry (including construction), value added (% of GDP),2013,15.8714308587492
Tonga,Industry (including construction), value added (% of GDP),2014,16.1051334658986
Tonga,Industry (including construction), value added (% of GDP),2015,15.4923506748185
Tonga,Industry (including construction), value added (% of GDP),2016,15.928737808548
Tonga,Industry (including construction), value added (% of GDP),2017,16.3494954789287
Tonga,Industry (including construction), value added (% of GDP),2018,15.3301086376842
Tonga,Industry (including construction), value added (% of GDP),2019,15.0601197925979
Tonga,Industry (including construction), value added (% of GDP),2020,14.7759011100476
Tonga,Industry (including construction), value added (% of GDP),2021,15.9227290333083
Tonga,Industry (including construction), value added (% of GDP),2022,
Tonga,Industry (including construction), value added (% of GDP),2023,
South Asia (IDA & IBRD),Industry (including construction), value added (% of GDP),1960,18.9869596020565
South Asia (IDA & IBRD),Industry (including construction), value added (% of GDP),1961,19.4574230239169
South Asia (IDA & IBRD),Industry (including construction), value added (% of GDP),1962,20.194660628373
South Asia (IDA & IBRD),Industry (including construction), value added (% of GDP),1963,20.2704538737867
South Asia (IDA & IBRD),Industry (including construction), value added (% of GDP),1964,19.9503392156382
South Asia (IDA & IBRD),Industry (including construction), value added (% of GDP),1965,20.4155194413414
South Asia (IDA & IBRD),Industry (including construction), value added (% of GDP),1966,19.5740235021062
South Asia (IDA & IBRD),Industry (including construction), value added (% of GDP),1967,18.2316580130233
South Asia (IDA & IBRD),Industry (including construction), value added (% of GDP),1968,18.9516353052499
South Asia (IDA & IBRD),Industry (including construction), value added (% of GDP),1969,19.7844386216935
South Asia (IDA & IBRD),Industry (including construction), value added (% of GDP),1970,19.9991939337282
South Asia (IDA & IBRD),Industry (including construction), value added (% of GDP),1971,20.6181684225661
South Asia (IDA & IBRD),Industry (including construction), value added (% of GDP),1972,20.8477380719289
South Asia (IDA & IBRD),Industry (including construction), value added (% of GDP),1973,20.5072686940259
South Asia (IDA & IBRD),Industry (including construction), value added (% of GDP),1974,21.4994227569848
South Asia (IDA & IBRD),Industry (including construction), value added (% of GDP),1975,21.1500840246344
South Asia (IDA & IBRD),Industry (including construction), value added (% of GDP),1976,23.1159795628641
South Asia (IDA & IBRD),Industry (including construction), value added (% of GDP),1977,23.4152543458564
South Asia (IDA & IBRD),Industry (including construction), value added (% of GDP),1978,23.7727032816311
South Asia (IDA & IBRD),Industry (including construction), value added (% of GDP),1979,24.477373998206
South Asia (IDA & IBRD),Industry (including construction), value added (% of GDP),1980,24.5431986558768
South Asia (IDA & IBRD),Industry (including construction), value added (% of GDP),1981,24.8171219615089
South Asia (IDA & IBRD),Industry (including construction), value added (% of GDP),1982,24.8556687326105
South Asia (IDA & IBRD),Industry (including construction), value added (% of GDP),1983,25.1471489205593
South Asia (IDA & IBRD),Industry (including construction), value added (% of GDP),1984,25.4674412814892
South Asia (IDA & IBRD),Industry (including construction), value added (% of GDP),1985,25.3557869054994
South Asia (IDA & IBRD),Industry (including construction), value added (% of GDP),1986,25.6058768961077
South Asia (IDA & IBRD),Industry (including construction), value added (% of GDP),1987,25.6297598491719
South Asia (IDA & IBRD),Industry (including construction), value added (% of GDP),1988,25.5996486483757
South Asia (IDA & IBRD),Industry (including construction), value added (% of GDP),1989,26.14876884662
South Asia (IDA & IBRD),Industry (including construction), value added (% of GDP),1990,26.2370009801998
South Asia (IDA & IBRD),Industry (including construction), value added (% of GDP),1991,25.4043949789825
South Asia (IDA & IBRD),Industry (including construction), value added (% of GDP),1992,25.7397860635363
South Asia (IDA & IBRD),Industry (including construction), value added (% of GDP),1993,25.7611406634256
South Asia (IDA & IBRD),Industry (including construction), value added (% of GDP),1994,26.5443537199097
South Asia (IDA & IBRD),Industry (including construction), value added (% of GDP),1995,27.1411517176688
South Asia (IDA & IBRD),Industry (including construction), value added (% of GDP),1996,26.5341423351707
South Asia (IDA & IBRD),Industry (including construction), value added (% of GDP),1997,26.4971698560082
South Asia (IDA & IBRD),Industry (including construction), value added (% of GDP),1998,26.2342824895306
South Asia (IDA & IBRD),Industry (including construction), value added (% of GDP),1999,25.6512038764333
South Asia (IDA & IBRD),Industry (including construction), value added (% of GDP),2000,25.2700575514133
South Asia (IDA & IBRD),Industry (including construction), value added (% of GDP),2001,24.7558223172959
South Asia (IDA & IBRD),Industry (including construction), value added (% of GDP),2002,25.6849547798731
South Asia (IDA & IBRD),Industry (including construction), value added (% of GDP),2003,25.6099690106312
South Asia (IDA & IBRD),Industry (including construction), value added (% of GDP),2004,27.1811749772885
South Asia (IDA & IBRD),Industry (including construction), value added (% of GDP),2005,27.7219889111528
South Asia (IDA & IBRD),Industry (including construction), value added (% of GDP),2006,28.9484050870458
South Asia (IDA & IBRD),Industry (including construction), value added (% of GDP),2007,29.0941835815431
South Asia (IDA & IBRD),Industry (including construction), value added (% of GDP),2008,29.2581004470048
South Asia (IDA & IBRD),Industry (including construction), value added (% of GDP),2009,29.3388569488114
South Asia (IDA & IBRD),Industry (including construction), value added (% of GDP),2010,29.1841940320691
South Asia (IDA & IBRD),Industry (including construction), value added (% of GDP),2011,28.7099983944186
South Asia (IDA & IBRD),Industry (including construction), value added (% of GDP),2012,28.184014078938
South Asia (IDA & IBRD),Industry (including construction), value added (% of GDP),2013,27.317358041102
South Asia (IDA & IBRD),Industry (including construction), value added (% of GDP),2014,26.7630877523481
South Asia (IDA & IBRD),Industry (including construction), value added (% of GDP),2015,26.3517973263372
South Asia (IDA & IBRD),Industry (including construction), value added (% of GDP),2016,26.0198278204674
South Asia (IDA & IBRD),Industry (including construction), value added (% of GDP),2017,25.9870187418195
South Asia (IDA & IBRD),Industry (including construction), value added (% of GDP),2018,26.02353272124
South Asia (IDA & IBRD),Industry (including construction), value added (% of GDP),2019,24.8797415709114
South Asia (IDA & IBRD),Industry (including construction), value added (% of GDP),2020,25.1870514946076
South Asia (IDA & IBRD),Industry (including construction), value added (% of GDP),2021,26.0939649109225
South Asia (IDA & IBRD),Industry (including construction), value added (% of GDP),2022,25.9774457880853
South Asia (IDA & IBRD),Industry (including construction), value added (% of GDP),2023,
Sub-Saharan Africa (IDA & IBRD countries),Industry (including construction), value added (% of GDP),1960,
Sub-Saharan Africa (IDA & IBRD countries),Industry (including construction), value added (% of GDP),1961,
Sub-Saharan Africa (IDA & IBRD countries),Industry (including construction), value added (% of GDP),1962,
Sub-Saharan Africa (IDA & IBRD countries),Industry (including construction), value added (% of GDP),1963,
Sub-Saharan Africa (IDA & IBRD countries),Industry (including construction), value added (% of GDP),1964,
Sub-Saharan Africa (IDA & IBRD countries),Industry (including construction), value added (% of GDP),1965,
Sub-Saharan Africa (IDA & IBRD countries),Industry (including construction), value added (% of GDP),1966,
Sub-Saharan Africa (IDA & IBRD countries),Industry (including construction), value added (% of GDP),1967,
Sub-Saharan Africa (IDA & IBRD countries),Industry (including construction), value added (% of GDP),1968,
Sub-Saharan Africa (IDA & IBRD countries),Industry (including construction), value added (% of GDP),1969,
Sub-Saharan Africa (IDA & IBRD countries),Industry (including construction), value added (% of GDP),1970,
Sub-Saharan Africa (IDA & IBRD countries),Industry (including construction), value added (% of GDP),1971,
Sub-Saharan Africa (IDA & IBRD countries),Industry (including construction), value added (% of GDP),1972,
Sub-Saharan Africa (IDA & IBRD countries),Industry (including construction), value added (% of GDP),1973,
Sub-Saharan Africa (IDA & IBRD countries),Industry (including construction), value added (% of GDP),1974,
Sub-Saharan Africa (IDA & IBRD countries),Industry (including construction), value added (% of GDP),1975,
Sub-Saharan Africa (IDA & IBRD countries),Industry (including construction), value added (% of GDP),1976,
Sub-Saharan Africa (IDA & IBRD countries),Industry (including construction), value added (% of GDP),1977,
Sub-Saharan Africa (IDA & IBRD countries),Industry (including construction), value added (% of GDP),1978,
Sub-Saharan Africa (IDA & IBRD countries),Industry (including construction), value added (% of GDP),1979,
Sub-Saharan Africa (IDA & IBRD countries),Industry (including construction), value added (% of GDP),1980,
Sub-Saharan Africa (IDA & IBRD countries),Industry (including construction), value added (% of GDP),1981,35.0222001914455
Sub-Saharan Africa (IDA & IBRD countries),Industry (including construction), value added (% of GDP),1982,32.1904651468322
Sub-Saharan Africa (IDA & IBRD countries),Industry (including construction), value added (% of GDP),1983,32.0038625853446
Sub-Saharan Africa (IDA & IBRD countries),Industry (including construction), value added (% of GDP),1984,29.9404799319495
Sub-Saharan Africa (IDA & IBRD countries),Industry (including construction), value added (% of GDP),1985,30.3882507736231
Sub-Saharan Africa (IDA & IBRD countries),Industry (including construction), value added (% of GDP),1986,29.1708932382712
Sub-Saharan Africa (IDA & IBRD countries),Industry (including construction), value added (% of GDP),1987,29.2536805691444
Sub-Saharan Africa (IDA & IBRD countries),Industry (including construction), value added (% of GDP),1988,28.6944646836908
Sub-Saharan Africa (IDA & IBRD countries),Industry (including construction), value added (% of GDP),1989,29.0838824531449
Sub-Saharan Africa (IDA & IBRD countries),Industry (including construction), value added (% of GDP),1990,29.4252030410234
Sub-Saharan Africa (IDA & IBRD countries),Industry (including construction), value added (% of GDP),1991,28.7445332012393
Sub-Saharan Africa (IDA & IBRD countries),Industry (including construction), value added (% of GDP),1992,30.1895530656436
Sub-Saharan Africa (IDA & IBRD countries),Industry (including construction), value added (% of GDP),1993,29.0249871707037
Sub-Saharan Africa (IDA & IBRD countries),Industry (including construction), value added (% of GDP),1994,29.4158699784482
Sub-Saharan Africa (IDA & IBRD countries),Industry (including construction), value added (% of GDP),1995,31.1553775574719
Sub-Saharan Africa (IDA & IBRD countries),Industry (including construction), value added (% of GDP),1996,31.7811128080056
Sub-Saharan Africa (IDA & IBRD countries),Industry (including construction), value added (% of GDP),1997,30.681316677764
Sub-Saharan Africa (IDA & IBRD countries),Industry (including construction), value added (% of GDP),1998,27.5452534362868
Sub-Saharan Africa (IDA & IBRD countries),Industry (including construction), value added (% of GDP),1999,26.7631835028348
Sub-Saharan Africa (IDA & IBRD countries),Industry (including construction), value added (% of GDP),2000,28.7002333265611
Sub-Saharan Africa (IDA & IBRD countries),Industry (including construction), value added (% of GDP),2001,27.3648061608552
Sub-Saharan Africa (IDA & IBRD countries),Industry (including construction), value added (% of GDP),2002,26.6223554038778
Sub-Saharan Africa (IDA & IBRD countries),Industry (including construction), value added (% of GDP),2003,26.997878765656
Sub-Saharan Africa (IDA & IBRD countries),Industry (including construction), value added (% of GDP),2004,27.8621899504029
Sub-Saharan Africa (IDA & IBRD countries),Industry (including construction), value added (% of GDP),2005,28.6185486009218
Sub-Saharan Africa (IDA & IBRD countries),Industry (including construction), value added (% of GDP),2006,28.0518852759626
Sub-Saharan Africa (IDA & IBRD countries),Industry (including construction), value added (% of GDP),2007,28.2672082734339
Sub-Saharan Africa (IDA & IBRD countries),Industry (including construction), value added (% of GDP),2008,29.4733496630032
Sub-Saharan Africa (IDA & IBRD countries),Industry (including construction), value added (% of GDP),2009,25.7536241100885
Sub-Saharan Africa (IDA & IBRD countries),Industry (including construction), value added (% of GDP),2010,27.3598670413836
Sub-Saharan Africa (IDA & IBRD countries),Industry (including construction), value added (% of GDP),2011,29.1991337347642
Sub-Saharan Africa (IDA & IBRD countries),Industry (including construction), value added (% of GDP),2012,28.8126388722316
Sub-Saharan Africa (IDA & IBRD countries),Industry (including construction), value added (% of GDP),2013,28.1059993189054
Sub-Saharan Africa (IDA & IBRD countries),Industry (including construction), value added (% of GDP),2014,27.0787568605028
Sub-Saharan Africa (IDA & IBRD countries),Industry (including construction), value added (% of GDP),2015,24.0121678907249
Sub-Saharan Africa (IDA & IBRD countries),Industry (including construction), value added (% of GDP),2016,23.1634289659787
Sub-Saharan Africa (IDA & IBRD countries),Industry (including construction), value added (% of GDP),2017,24.4741677844178
Sub-Saharan Africa (IDA & IBRD countries),Industry (including construction), value added (% of GDP),2018,26.7149585367695
Sub-Saharan Africa (IDA & IBRD countries),Industry (including construction), value added (% of GDP),2019,26.8907893272557
Sub-Saharan Africa (IDA & IBRD countries),Industry (including construction), value added (% of GDP),2020,26.238511333863
Sub-Saharan Africa (IDA & IBRD countries),Industry (including construction), value added (% of GDP),2021,27.4846821409894
Sub-Saharan Africa (IDA & IBRD countries),Industry (including construction), value added (% of GDP),2022,28.1969087355331
Sub-Saharan Africa (IDA & IBRD countries),Industry (including construction), value added (% of GDP),2023,
Trinidad and Tobago,Industry (including construction), value added (% of GDP),1960,
Trinidad and Tobago,Industry (including construction), value added (% of GDP),1961,
Trinidad and Tobago,Industry (including construction), value added (% of GDP),1962,
Trinidad and Tobago,Industry (including construction), value added (% of GDP),1963,
Trinidad and Tobago,Industry (including construction), value added (% of GDP),1964,
Trinidad and Tobago,Industry (including construction), value added (% of GDP),1965,
Trinidad and Tobago,Industry (including construction), value added (% of GDP),1966,39.4857741597485
Trinidad and Tobago,Industry (including construction), value added (% of GDP),1967,41.4074297795228
Trinidad and Tobago,Industry (including construction), value added (% of GDP),1968,43.6223510095105
Trinidad and Tobago,Industry (including construction), value added (% of GDP),1969,41.8313655030801
Trinidad and Tobago,Industry (including construction), value added (% of GDP),1970,40.5244265985277
Trinidad and Tobago,Industry (including construction), value added (% of GDP),1971,40.7566323683437
Trinidad and Tobago,Industry (including construction), value added (% of GDP),1972,41.0473216430459
Trinidad and Tobago,Industry (including construction), value added (% of GDP),1973,45.7491633160114
Trinidad and Tobago,Industry (including construction), value added (% of GDP),1974,58.0031974146301
Trinidad and Tobago,Industry (including construction), value added (% of GDP),1975,57.9724899912739
Trinidad and Tobago,Industry (including construction), value added (% of GDP),1976,58.3351111019602
Trinidad and Tobago,Industry (including construction), value added (% of GDP),1977,57.4832731520816
Trinidad and Tobago,Industry (including construction), value added (% of GDP),1978,55.4645811921757
Trinidad and Tobago,Industry (including construction), value added (% of GDP),1979,57.6354818812171
Trinidad and Tobago,Industry (including construction), value added (% of GDP),1980,59.8369637845784
Trinidad and Tobago,Industry (including construction), value added (% of GDP),1981,55.5473452118467
Trinidad and Tobago,Industry (including construction), value added (% of GDP),1982,46.7953114603061
Trinidad and Tobago,Industry (including construction), value added (% of GDP),1983,46.3312402726346
Trinidad and Tobago,Industry (including construction), value added (% of GDP),1984,48.3590266960305
Trinidad and Tobago,Industry (including construction), value added (% of GDP),1985,46.1623595816502
Trinidad and Tobago,Industry (including construction), value added (% of GDP),1986,41.598493626883
Trinidad and Tobago,Industry (including construction), value added (% of GDP),1987,43.8791106993979
Trinidad and Tobago,Industry (including construction), value added (% of GDP),1988,43.8634654324559
Trinidad and Tobago,Industry (including construction), value added (% of GDP),1989,47.0968268655092
Trinidad and Tobago,Industry (including construction), value added (% of GDP),1990,47.4845628859279
Trinidad and Tobago,Industry (including construction), value added (% of GDP),1991,44.7674057787274
Trinidad and Tobago,Industry (including construction), value added (% of GDP),1992,42.6977130473525
Trinidad and Tobago,Industry (including construction), value added (% of GDP),1993,41.3984928102326
Trinidad and Tobago,Industry (including construction), value added (% of GDP),1994,46.6045981638731
Trinidad and Tobago,Industry (including construction), value added (% of GDP),1995,44.9561631821208
Trinidad and Tobago,Industry (including construction), value added (% of GDP),1996,45.1434948795198
Trinidad and Tobago,Industry (including construction), value added (% of GDP),1997,42.7446355939527
Trinidad and Tobago,Industry (including construction), value added (% of GDP),1998,38.5072901615657
Trinidad and Tobago,Industry (including construction), value added (% of GDP),1999,40.6259399241299
Trinidad and Tobago,Industry (including construction), value added (% of GDP),2000,47.5360468126773
Trinidad and Tobago,Industry (including construction), value added (% of GDP),2001,45.2069910848034
Trinidad and Tobago,Industry (including construction), value added (% of GDP),2002,42.9095754130396
Trinidad and Tobago,Industry (including construction), value added (% of GDP),2003,51.4964380558951
Trinidad and Tobago,Industry (including construction), value added (% of GDP),2004,54.3682801507327
Trinidad and Tobago,Industry (including construction), value added (% of GDP),2005,59.6470153480265
Trinidad and Tobago,Industry (including construction), value added (% of GDP),2006,60.8194415532707
Trinidad and Tobago,Industry (including construction), value added (% of GDP),2007,59.6521421660795
Trinidad and Tobago,Industry (including construction), value added (% of GDP),2008,63.9782596789726
Trinidad and Tobago,Industry (including construction), value added (% of GDP),2009,53.1358528774451
Trinidad and Tobago,Industry (including construction), value added (% of GDP),2010,53.8139564515672
Trinidad and Tobago,Industry (including construction), value added (% of GDP),2011,57.0510122828478
Trinidad and Tobago,Industry (including construction), value added (% of GDP),2012,46.4941457871497
Trinidad and Tobago,Industry (including construction), value added (% of GDP),2013,44.727141699262
Trinidad and Tobago,Industry (including construction), value added (% of GDP),2014,43.2823848820858
Trinidad and Tobago,Industry (including construction), value added (% of GDP),2015,35.6885873760623
Trinidad and Tobago,Industry (including construction), value added (% of GDP),2016,34.2210354015455
Trinidad and Tobago,Industry (including construction), value added (% of GDP),2017,35.9163127891224
Trinidad and Tobago,Industry (including construction), value added (% of GDP),2018,38.5515544293264
Trinidad and Tobago,Industry (including construction), value added (% of GDP),2019,35.7182021065206
Trinidad and Tobago,Industry (including construction), value added (% of GDP),2020,30.77491801406
Trinidad and Tobago,Industry (including construction), value added (% of GDP),2021,39.9555653406567
Trinidad and Tobago,Industry (including construction), value added (% of GDP),2022,48.9413062694366
Trinidad and Tobago,Industry (including construction), value added (% of GDP),2023,
Tunisia,Industry (including construction), value added (% of GDP),1960,
Tunisia,Industry (including construction), value added (% of GDP),1961,
Tunisia,Industry (including construction), value added (% of GDP),1962,
Tunisia,Industry (including construction), value added (% of GDP),1963,
Tunisia,Industry (including construction), value added (% of GDP),1964,
Tunisia,Industry (including construction), value added (% of GDP),1965,19.2196809532962
Tunisia,Industry (including construction), value added (% of GDP),1966,19.2680695333943
Tunisia,Industry (including construction), value added (% of GDP),1967,20.1929824561404
Tunisia,Industry (including construction), value added (% of GDP),1968,20.2603104908264
Tunisia,Industry (including construction), value added (% of GDP),1969,21.4707619610159
Tunisia,Industry (including construction), value added (% of GDP),1970,20.5796717840127
Tunisia,Industry (including construction), value added (% of GDP),1971,20.5061280072628
Tunisia,Industry (including construction), value added (% of GDP),1972,20.056206088993
Tunisia,Industry (including construction), value added (% of GDP),1973,21.323721011031
Tunisia,Industry (including construction), value added (% of GDP),1974,27.0965240987208
Tunisia,Industry (including construction), value added (% of GDP),1975,25.9274147237855
Tunisia,Industry (including construction), value added (% of GDP),1976,25.1629591308846
Tunisia,Industry (including construction), value added (% of GDP),1977,25.7493498791003
Tunisia,Industry (including construction), value added (% of GDP),1978,26.3698216514352
Tunisia,Industry (including construction), value added (% of GDP),1979,28.8945927446954
Tunisia,Industry (including construction), value added (% of GDP),1980,31.1114249399802
Tunisia,Industry (including construction), value added (% of GDP),1981,32.015857760692
Tunisia,Industry (including construction), value added (% of GDP),1982,31.0507035217717
Tunisia,Industry (including construction), value added (% of GDP),1983,32.5011908752492
Tunisia,Industry (including construction), value added (% of GDP),1984,33.5022768386252
Tunisia,Industry (including construction), value added (% of GDP),1985,32.7401222518274
Tunisia,Industry (including construction), value added (% of GDP),1986,30.4829339143065
Tunisia,Industry (including construction), value added (% of GDP),1987,29.4724528020111
Tunisia,Industry (including construction), value added (% of GDP),1988,30.6006512250883
Tunisia,Industry (including construction), value added (% of GDP),1989,31.1390108343153
Tunisia,Industry (including construction), value added (% of GDP),1990,29.7881782963655
Tunisia,Industry (including construction), value added (% of GDP),1991,28.9771215748869
Tunisia,Industry (including construction), value added (% of GDP),1992,28.4580250696785
Tunisia,Industry (including construction), value added (% of GDP),1993,28.0890677214758
Tunisia,Industry (including construction), value added (% of GDP),1994,29.2181512349973
Tunisia,Industry (including construction), value added (% of GDP),1995,29.3951371702694
Tunisia,Industry (including construction), value added (% of GDP),1996,28.4884849184163
Tunisia,Industry (including construction), value added (% of GDP),1997,26.500867351831
Tunisia,Industry (including construction), value added (% of GDP),1998,25.7754506092035
Tunisia,Industry (including construction), value added (% of GDP),1999,26.0458998081996
Tunisia,Industry (including construction), value added (% of GDP),2000,26.8066210495559
Tunisia,Industry (including construction), value added (% of GDP),2001,26.4366983342993
Tunisia,Industry (including construction), value added (% of GDP),2002,26.5762343014844
Tunisia,Industry (including construction), value added (% of GDP),2003,25.5614419956351
Tunisia,Industry (including construction), value added (% of GDP),2004,25.5797726482743
Tunisia,Industry (including construction), value added (% of GDP),2005,26.4335697738291
Tunisia,Industry (including construction), value added (% of GDP),2006,27.1847312495356
Tunisia,Industry (including construction), value added (% of GDP),2007,28.9083416057516
Tunisia,Industry (including construction), value added (% of GDP),2008,31.44941852471
Tunisia,Industry (including construction), value added (% of GDP),2009,28.0412153272481
Tunisia,Industry (including construction), value added (% of GDP),2010,29.5235517709565
Tunisia,Industry (including construction), value added (% of GDP),2011,30.54812597421
Tunisia,Industry (including construction), value added (% of GDP),2012,30.1215368230456
Tunisia,Industry (including construction), value added (% of GDP),2013,29.1379467288349
Tunisia,Industry (including construction), value added (% of GDP),2014,27.1288836396189
Tunisia,Industry (including construction), value added (% of GDP),2015,24.8967313718372
Tunisia,Industry (including construction), value added (% of GDP),2016,24.0074541201361
Tunisia,Industry (including construction), value added (% of GDP),2017,23.6239154409062
Tunisia,Industry (including construction), value added (% of GDP),2018,23.6861832957622
Tunisia,Industry (including construction), value added (% of GDP),2019,23.2351242996202
Tunisia,Industry (including construction), value added (% of GDP),2020,21.5369685094986
Tunisia,Industry (including construction), value added (% of GDP),2021,23.1167330057387
Tunisia,Industry (including construction), value added (% of GDP),2022,23.3042981082703
Tunisia,Industry (including construction), value added (% of GDP),2023,
Turkiye,Industry (including construction), value added (% of GDP),1960,17.3274596182085
Turkiye,Industry (including construction), value added (% of GDP),1961,17.2461752433936
Turkiye,Industry (including construction), value added (% of GDP),1962,17.0610211706102
Turkiye,Industry (including construction), value added (% of GDP),1963,16.9527896995708
Turkiye,Industry (including construction), value added (% of GDP),1964,17.8926441351889
